title,doi,abstract,year,publication_date,cited_by_count,authors,affiliations,topics,source_display_name,type_crossref,researcher,author_id,queried_dataset_terms,matched_dataset_terms,location,best_match_idx,best_match_title,best_match_score
Comparison of Unit-Level Small Area Estimation Modeling Approaches for Survey Data Under Informative Sampling,https://doi.org/10.1093/jssam/smad022,"Abstract Unit-level modeling strategies offer many advantages relative to the area-level models that are most often used in the context of small area estimation. For example, unit-level models aggregate naturally, allowing for estimates at any desired resolution, and also offer greater precision in many cases. We compare a variety of the methods available in the literature related to unit-level modeling for small area estimation. Specifically, to provide insight into the differences between methods, we conduct a simulation study that compares several of the general approaches. In addition, the methods used for simulation are further illustrated through an application to the American Community Survey.",2023,2023-06-14,4,"{'Scott H. Holan', 'Ryan Janicki', 'Paul A. Parker'}","University of California, Santa Cruz; United States Census Bureau; United States Census Bureau; University of Missouri",demographic modeling and climate adaptation; Statistical Methods and Bayesian Inference; Spatial and Panel Data Analysis,Journal of Survey Statistics and Methodology,article,Ryan Janicki,https://openalex.org/A5039045374,American Community Survey; Missouri RDC; Master Address File Extract; FSRDC; Census Bureau,American Community Survey,Missouri,849,Comparison of Unit Level Small Area Estimation Modeling Approaches for Survey Data Under Informative Sampling,100
Gains from Offshoring? Evidence from U.S. Microdata,https://doi.org/10.2139/ssrn.2252160,"We construct a new linked data set with over one thousand offshoring events by matching Trade Adjustment Assistance program petition data to micro-data from the U.S. Census Bureau. We exploit this data to assess how offshoring impacts domestic firm-level aggregate employment, output, wages and productivity. A class of models predicts that more productive firms engage in offshoring, and that this leads to gains in output and (measured) productivity, and potential gains in employment and wages, in the remaining domestic activities of the offshoring firm. Consistent with these models, we find that offshoring firms are on average larger and more productive compared to non-offshorers. However, we find that offshorers suffer from a large decline in employment (32 per cent) and output (28 per cent) relative to their peers even in the long run. Further, we find no significant change in average wages or in total factor productivity measures at affected firms. We find these results robust to a variety of checks. Thus we find no evidence for positive spillovers to the remaining domestic activity of firms in this large sample of offshoring events.",2013,2013-01-01,4,"{'Ryan Monarch', 'Jooyoun Park', 'Jagadeesh Sivadasan'}",Federal Reserve; Federal Reserve Board of Governors; Kent State University; University of Michigan–Ann Arbor; Ross School,Outsourcing and Supply Chain Management; Global trade and economics; Firm Innovation and Growth,SSRN Electronic Journal,article,Ryan P Monarch,https://openalex.org/A5004737110,Survey of Plant Capacity Utilization; Foreign Trade Data - Import; Census Bureau,Census Bureau,Michigan,479,Gains from Offshoring? Evidence from U.S. Microdata,100
Gains from Offshoring? Evidence from New U.S. Microdata,https://doi.org/10.2139/ssrn.2211571,"We construct a new linked data set with over one thousand offshoring events by matching Trade Adjustment Assistance program petition data to micro-data from the U.S. Census Bureau. We exploit this data to assess how offshoring impacts domestic firm-level aggregate employment, output, wages and productivity. A class of models predicts that more productive firms engage in offshoring, and that this leads to gains in output and (measured) productivity, and potential gains in employment and wages, in the remaining domestic activities of the offshoring firm. Consistent with these models, we find that offshoring firms are on average larger and more productive compared to non-offshorers. However, we find that offshorers suffer from a large decline in employment (32 percent) and output (28 percent) relative to their peers even in the long run. Further, we find no significant change in average wages or in total factor productivity measures at affected firms. We find these results robust to a variety of checks. Thus we find no evidence for positive spillovers to the remaining domestic activity of firms in this large sample of offshoring events.",2013,2013-01-01,1,"{'Ryan Monarch', 'Jooyoun Park', 'Jagadeesh Sivadasan'}",Federal Reserve Board of Governors; Federal Reserve; Kent State University; University of Michigan–Ann Arbor; Ross School,Outsourcing and Supply Chain Management; Global trade and economics; Firm Innovation and Growth,SSRN Electronic Journal,article,Ryan P Monarch,https://openalex.org/A5004737110,Survey of Plant Capacity Utilization; Foreign Trade Data - Import; Census Bureau,Census Bureau,Michigan,479,Gains from Offshoring? Evidence from U.S. Microdata,96
The Volume Of TV Advertisements During The ACA’s First Enrollment Period Was Associated With Increased Insurance Coverage,https://doi.org/10.1377/hlthaff.2016.1440,"The launch of the Affordable Care Act was accompanied by major insurance information campaigns by government, nonprofit, political, news media, and private-sector organizations, but it is not clear to what extent these efforts were associated with insurance gains. Using county-level data from the Census Bureau’s American Community Survey and broadcast television airings data from the Wesleyan Media Project, we examined the relationship between insurance advertisements and county-level health insurance changes between 2013 and 2014, adjusting for other media and county- and state-level characteristics. We found that counties exposed to higher volumes of local insurance advertisements during the first open enrollment period experienced larger reductions in their uninsurance rates than other counties. State-sponsored advertisements had the strongest relationship with declines in uninsurance, and this relationship was driven by increases in Medicaid enrollment. These results support the importance of strategic investment in advertising to increase uptake of health insurance but suggest that not all types of advertisements will have the same effect on the public.",2017,2017-03-16,30,"{'Sarah E. Gollust', 'Erika Franklin Fowler', 'Andrew D. Wilcock', 'Pinar Karaca‐Mandic', 'Colleen L. Barry', 'Laura Baum', 'Jeff Niederdeppe'}",University of Minnesota; University of Minnesota; Wesleyan University; Johns Hopkins University; Wesleyan University; Cornell University; University of Minnesota,Healthcare Policy and Management; Primary Care and Health Outcomes; Patient Satisfaction in Healthcare,Health Affairs,article,Sarah Gollust,https://openalex.org/A5080260252,Minnesota RDC; American Community Survey; FSRDC; Census Bureau,American Community Survey; Census Bureau,Minnesota,1209,The volume of TV advertisements during the ACA’s first enrollment period was associated with increased insurance coverage,100
The Dynamics of Gender Earnings Differentials: Evidence from Establishment Data,https://doi.org/10.3386/w23381,"Despite dramatic workforce gains by women in recent decades, a substantial gender earnings gap persists and widens over the course of men's and women's careers.Since there are earnings differences across establishments, a key question is the extent to which the widening of the gender pay gap over time arises from differences in career advances within the same establishment versus differential gains from job-to-job moves across establishments.Using a unique match between the 2000 Decennial Census of the United States and the Longitudinal Employer Household Dynamics (LEHD) data, we find that both channels are important and affect workers differently by education.For the college-educated the increasing gap is for the most part due to differential earnings growth within establishment.The between-establishment component explains only 27 percent of the widening of the total gender pay gap for this group.For workers without college degree, the establishment component is the main driver of the, relatively small, widening of the gender earnings gap.For both education groups, marriage plays a crucial role in the establishment component of the increasing earnings gap.",2017,2017-05-01,27,"{'Claudia Olivetti', 'Erling Barth', 'Sari Pekkala Kerr'}",Dartmouth College; National Bureau of Economic Research; Forskning.no (Norway); Institute for Social Research; Wellesley College; Dartmouth College; National Bureau of Economic Research; Forskning.no (Norway); Institute for Social Research; Wellesley College; Dartmouth College; Forskning.no (Norway); National Bureau of Economic Research; Institute for Social Research; Wellesley College,"Corporate Finance and Governance; Gender, Labor, and Family Dynamics",,report,Sari Kerr,https://openalex.org/A5003192480,Supplementary Public Data - County Characteristics; Decennial Census,Decennial Census,Boston,594,The Dynamics of Gender Earnings Differentials: Evidence from Establishment Data,100
The Dynamics of Gender Earnings Differentials: Evidence from Establishment Data,https://doi.org/10.2139/ssrn.3029846,"We use a unique match between the 2000 Decennial Census of the United States and the Longitudinal Employer Household Dynamics (LEHD) data to analyze how much of the increase in the gender earnings gap over the lifecycle comes from shifts in the sorting of men and women across high- and low-pay establishments and how much is due to differential earnings growth within establishments. We find that for the college educated the increase is substantial and, for the most part, due to differential earnings growth within establishment by gender. The between component is also important. Differential mobility between establishments by gender can explain 27 percent of the widening of the pay gap for this group. For those with no college the relatively small increase of the gender gap over the lifecycle can be fully explained by differential moves by gender across establishments. The evidence suggests that, for both education groups, the between-establishment component of the increasing wage gap is due almost entirely to those who are married.",2017,2017-01-01,25,"{'Claudia Olivetti', 'Erling Barth', 'Sari Pekkala Kerr'}",University of Oslo; Institute for Social Research; IZA - Institute of Labor Economics; Charles River Associates; National Bureau of Economic Research; Boston College,"Labor market dynamics and wage inequality; Gender, Labor, and Family Dynamics",SSRN Electronic Journal,article,Sari Kerr,https://openalex.org/A5003192480,Supplementary Public Data - County Characteristics; Decennial Census,Decennial Census,Boston,594,The Dynamics of Gender Earnings Differentials: Evidence from Establishment Data,100
Age at Immigrant Arrival and Career Mobility: Evidence from Vietnamese Refugee Migration and the Amerasian Homecoming Act,https://doi.org/10.3386/w32067,"We study the long-run career mobility of young immigrants, mostly refugees, from Vietnam who moved to the United States during 1989-1995.This third and final migration wave of young Vietnamese immigrants was sparked by unexpected events that culminated in the Amerasian Homecoming Act.Characteristics of the wave also minimized selection effects regarding who migrated.Small differences in the age at arrival, specifically being 14-17 years old on entry compared to 18-21, resulted in substantial differences in future economic outcomes.Using Census Bureau data, we characterize the different career profiles of young vs. older immigrants, and we quantify explanatory factors like education, language fluency, and persistence from initial employers.",2024,2024-01-01,1,"{'William R. Kerr', 'Sari Pekkala Kerr', 'Kendall A. Smith'}",U.S. National Science Foundation; London Business School; National Bureau of Economic Research; Dana-Farber/Harvard Cancer Center; Wellesley College; U.S. National Science Foundation; London Business School; National Bureau of Economic Research; Dana-Farber/Harvard Cancer Center; Wellesley College; U.S. National Science Foundation; London Business School; National Bureau of Economic Research; Dana-Farber/Harvard Cancer Center; Wellesley College,"Migration and Labor Dynamics; Employment and Welfare Studies; Retirement, Disability, and Employment",,report,Sari Kerr,https://openalex.org/A5003192480,Survey of Plant Capacity Utilization; Service Annual Survey; Census Bureau,Census Bureau,Boston,1243,Age at Immigrant Arrival and Career Mobility: Evidence from Vietnamese Refugee Migration and the Amerasian Homecoming Act,100
Age at Immigrant Arrival and Career Mobility: Evidence from Vietnamese Refugee Migration and the Amerasian Homecoming Act,https://doi.org/10.2139/ssrn.4702281,"We study the long-run career mobility of young immigrants, mostly refugees, from Vietnam who moved to the United States during 1989-1995. This third and final migration wave of young Vietnamese immigrants was sparked by unexpected events that culminated in the Amerasian Homecoming Act. Characteristics of the wave also minimized selection effects regarding who migrated. Small differences in the age at arrival, specifically being 14-17 years old on entry compared to 18-21, resulted in substantial differences in future economic outcomes. Using Census Bureau data, we characterize the different career profiles of young vs. older immigrants, and we quantify explanatory factors like education, language fluency, and persistence from initial employers.Institutional subscribers to the NBER working paper series, and residents of developing countries may download this paper without additional charge at www.nber.org.",2024,2024-01-01,0,"{'William R. Kerr', 'Sari Pekkala Kerr', 'Kendall A. Smith'}",Wellesley College; Entrepreneurial Ecosystems; Harvard University; London Business School,"Migration and Labor Dynamics; Migration, Ethnicity, and Economy; Labor market dynamics and wage inequality",SSRN Electronic Journal,article,Sari Kerr,https://openalex.org/A5003192480,Survey of Plant Capacity Utilization; Service Annual Survey; Census Bureau,Census Bureau,Boston,1243,Age at Immigrant Arrival and Career Mobility: Evidence from Vietnamese Refugee Migration and the Amerasian Homecoming Act,100
Public-Use vs. Restricted-Use: An Analysis Using the American Community Survey,https://doi.org/10.2139/ssrn.2909935,"Statistical agencies frequently publish microdata that have been altered to protect confidentiality. Such data retain utility for many types of broad analyses but can yield biased or insufficiently precise results in others. Research access to de-identified versions of the restricted-use data with little or no alteration is often possible, albeit costly and time-consuming. We investigate the advantages and disadvantages of public-use and restricted-use data from the American Community Survey (ACS) in constructing a wage index. The public-use data used were Public Use Microdata Samples, while the restricted-use data were accessed via a Federal Statistical Research Data Center. We discuss the advantages and disadvantages of each data source and compare estimated CWIs and standard errors at the state and labor market levels.",2017,2017-01-01,5,"{'Satkartar K. Kinney', 'Alan F. Karr'}",RTI International; RTI International,"Healthcare Policy and Management; Income, Poverty, and Inequality; Food Security and Health in Diverse Populations",SSRN Electronic Journal,article,Satkartar Kinney,https://openalex.org/A5051148741,American Community Survey; Standard Statistical Establishment List - non Name and Address File; Census of Retail Trade,American Community Survey,Triangle,879,Public-Use vs. Restricted-Use: An Analysis Using the American Community Survey,100
Public-Use vs. Restricted-Use: An Analysis Using the American Community Survey,,"Statistical agencies frequently publish microdata that have been altered to protect confidentiality. Such data retain utility for many types of broad analyses but can yield biased or Insufficiently precise results in others. Research access to de-identified versions of the restricted-use data with little or no alteration is often possible, albeit costly and time-consuming. We investigate the the advantages and disadvantages of public-use and restricted-use data from the American Community Survey (ACS) in constructing a wage index. The public-use data used were Public Use Microdata Samples, while the restricted-use data were accessed via a Federal Statistical Research Data Center. We discuss the advantages and disadvantages of each data source and compare estimated CWIs and standard errors at the state and labor market levels.",2017,2017-01-01,0,"{'Satkartar K. Kinney', 'Alan F. Karr'}",,"Healthcare Policy and Management; Income, Poverty, and Inequality; Food Security and Health in Diverse Populations",RePEc: Research Papers in Economics,preprint,Satkartar Kinney,https://openalex.org/A5051148741,American Community Survey; Standard Statistical Establishment List - non Name and Address File; Census of Retail Trade,American Community Survey,Triangle,879,Public-Use vs. Restricted-Use: An Analysis Using the American Community Survey,100
Computationally efficient Bayesian unit-level models for non-Gaussian data under informative sampling with application to estimation of health insurance coverage,https://doi.org/10.1214/21-aoas1524,"Statistical estimates from survey samples have traditionally been obtained via design-based estimators. In many cases these estimators tend to work well for quantities, such as population totals or means, but can fall short as sample sizes become small. In today's ""information age,"" there is a strong demand for more granular estimates. To meet this demand, using a Bayesian pseudolikelihood, we propose a computationally efficient unit-level modeling approach for non-Gaussian data collected under informative sampling designs. Specifically, we focus on binary and multinomial data. Our approach is both multivariate and multiscale, incorporating spatial dependence at the area level. We illustrate our approach through an empirical simulation study and through a motivating application to health insurance estimates, using the American Community Survey.",2022,2022-06-01,7,"{'Ryan Janicki', 'Scott H. Holan', 'Paul A. Parker'}",University of Missouri; University of Missouri; United States Census Bureau; United States Census Bureau,Statistical Methods and Bayesian Inference; demographic modeling and climate adaptation; Bayesian Methods and Mixture Models,The Annals of Applied Statistics,article,Scott H Holan,https://openalex.org/A5032943807,American Community Survey; Census Bureau; Missouri RDC; Master Address File Extract; FSRDC,American Community Survey,Missouri,848,Computationally Efficient Bayesian Unit-Level Models for Non-Gaussian Data Under Informative Sampling with Application to Estimation of Health Insurance Coverage,100
Unit Level Modeling of Survey Data for Small Area Estimation Under Informative Sampling: A Comprehensive Overview with Extensions,https://doi.org/10.48550/arxiv.1908.10488,"Model-based small area estimation is frequently used in conjunction with survey data in order to establish estimates for under-sampled or unsampled geographies. These models can be specified at either the area-level, or the unit-level, but unit-level models often offer potential advantages such as more precise estimates and easy spatial aggregation. Nevertheless, relative to area-level models, literature on unit-level models is less prevalent. In modeling small areas at the unit level, challenges often arise as a consequence of the informative sampling mechanism used to collect the survey data. This paper provides a comprehensive methodological review for unit-level models under informative sampling, with an emphasis on Bayesian approaches. To provide insight into the differences between methods, we conduct a simulation study that compares several of the described approaches. In addition, the methods used for simulation are further illustrated through an application to the American Community Survey. Finally, we present several extensions and areas for future research.",2019,2019-01-01,8,"{'Scott H. Holan', 'Ryan Janicki', 'Paul A. Parker'}",,demographic modeling and climate adaptation; Statistical Methods and Bayesian Inference; Spatial and Panel Data Analysis,arXiv (Cornell University),preprint,Scott H Holan,https://openalex.org/A5032943807,American Community Survey; Census Bureau; Missouri RDC; Master Address File Extract; FSRDC,American Community Survey,Missouri,850,Unit Level Modeling of Survey Data for Small Area Estimation Under Informative Sampling: A Comprehensive Overview with Extensions,100
Comparison of Unit-Level Small Area Estimation Modeling Approaches for Survey Data Under Informative Sampling,https://doi.org/10.1093/jssam/smad022,"Abstract Unit-level modeling strategies offer many advantages relative to the area-level models that are most often used in the context of small area estimation. For example, unit-level models aggregate naturally, allowing for estimates at any desired resolution, and also offer greater precision in many cases. We compare a variety of the methods available in the literature related to unit-level modeling for small area estimation. Specifically, to provide insight into the differences between methods, we conduct a simulation study that compares several of the general approaches. In addition, the methods used for simulation are further illustrated through an application to the American Community Survey.",2023,2023-06-14,4,"{'Scott H. Holan', 'Ryan Janicki', 'Paul A. Parker'}","University of California, Santa Cruz; United States Census Bureau; United States Census Bureau; University of Missouri",demographic modeling and climate adaptation; Statistical Methods and Bayesian Inference; Spatial and Panel Data Analysis,Journal of Survey Statistics and Methodology,article,Scott H Holan,https://openalex.org/A5032943807,American Community Survey; Census Bureau; Missouri RDC; Master Address File Extract; FSRDC,American Community Survey,Missouri,849,Comparison of Unit Level Small Area Estimation Modeling Approaches for Survey Data Under Informative Sampling,100
Bargaining Power in Firm-to-Firm Relationships - Two Methodologies to Detect Outliers in the Census Trade Data,,"This note develops two methodologies to detect possibly incorrectly reported shipment values and quantities in the Longitudinal Foreign Trade Transactions Database (LFTTD). Both approaches seek to identify outliers in terms of unit values, defined as the ratio of value and quantity shipped. The first methodology examines trades in the far tails of the cross-sectional unit value distribution across importers or exporters, and highlights those trades that appear incompatible with a given U.S. firm's own transactions. The second approach identifies outliers as cases where a unit value jumps by an order of magnitude compared to a U.S. firm's transactions over the past two years. While both approaches reveal that outliers are relatively rare, the note highlights several cases where outliers were very large and possibly affected trade statistics. The note further presents distributions of outliers by value and discusses the countries and products that exhibit the largest shares of outliers. It also presents a number of examples to showcase that outliers identified by the two methodologies appear suspicious also to a human looking at the data. The note concludes with a discussion of the advantages and the disadvantages of the two approaches. The code files referenced in this file are available to Census employees and will hopefully be of use going forward.",2017,2017-01-01,0,{'Sebastian Heise'},,Global trade and economics; Global Trade and Competitiveness; Census and Population Estimation,,article,Sebastian Heise,https://openalex.org/A5052207549,Census of Mining; Longitudinal Foreign Trade Transactions Database; American Community Survey,Longitudinal Foreign Trade Transactions Database,Baruch,1053,Bargaining Power in Firm-to-Firm Relationships - ‎Two Methodologies to Detect Outliers in the Census Trade Data,100
Who are the people in my neighborhood?: The 'contextual fallacy' of measuring individual context with census geographies,https://doi.org/10.31235/osf.io/vhmzq,"Scholars deploy census-based measures of neighborhood context throughout the social sciences and epidemiology. Decades of research confirm that variation in how individuals are aggregated into geographic units to create variables that control for social, economic or political contexts can dramatically alter analyses. While most researchers are aware of the problem, they have lacked the tools to determine its magnitude in the literature and in their own projects. By using confidential access to the complete 2010 U.S. Decennial Census, we are able to construct-for all persons in the US-individual-specific contexts, which we group according to the Census-assigned block, block group, and tract. We compare these individual-specific measures to the published statistics at each scale, and we then determine the magnitude of variation in context for an individual with respect to the published measures using a simple statistic, the standard deviation of individual context (SDIC). For three key measures (percent Black, percent Hispanic, and Entropy-a measure of ethno-racial diversity), we find that block-level Census statistics frequently do not capture the actual context of individuals within them. More problematic, we uncover systematic spatial patterns in the contextual variables at all three scales. Finally, we show that within-unit variation is greater in some parts of the country than in others. We publish county-level estimates of the SDIC statistics that enable scholars to assess whether mis-specification in context variables is likely to alter analytic findings when measured at any of the three common Census units.",2018,2018-02-14,7,"{'Nathan Frey', 'Nicholas N. Nagle', 'Christopher S. Fowler', 'Seth Spielman', 'David C. Folch'}",Pennsylvania State University; Walker (United States); Pennsylvania State University; Florida State University; University of Tennessee at Knoxville; University of Colorado Boulder,"Urban, Neighborhood, and Segregation Studies; Health disparities and outcomes; Urban Transport and Accessibility",,preprint,Seth E Spielman,https://openalex.org/A5078177514,FSRDC; Colorado RDC; Decennial Census; Census Bureau,Decennial Census,Colorado,845,Who Are the People in My Neighborhood? The 'Contextual Fallacy' of Measuring Individual Context with Census Geographies,100
"Using Commodity Flow Survey Microdata and Other Establishment Data to Estimate the Generation of Freight, Freight Trips, and Service Trips: Guidebook",https://doi.org/10.17226/24602,"Download a PDF of ""Using Commodity Flow Survey Microdata and Other Establishment Data to Estimate the Generation of Freight, Freight Trips, and Service Trips: Guidebook"" by the National Academies of Sciences, Engineering, and Medicine for free.",2016,2016-02-28,47,"{'Miguel Jaller', 'Jeffrey Wojtowicz', 'José Holguín‐Veras', 'Carlos A. González‐Calderón', 'Shama Campbell', 'Cara Wang', 'Catherine T. Lawson', 'Lokesh Kalahashti', 'Diana Ramirez'}",,Urban and Freight Transport Logistics,Transportation Research Board eBooks,book,Shama Campbell,https://openalex.org/A5010645764,Standard Statistical Establishment Listing; Commodity Flow Survey; Baruch RDC; Census Bureau,Commodity Flow Survey,Baruch,713,"Using Commodity Flow Survey Microdata and Other Establishment Data to Estimate the Generation of Freight, Freight Trips, and Service Trips: Guidebook",100
Use of Freight Production Functions to Identify Outliers in the Commodity Flow Survey Data,,"This research aims at analyzing the Commodity Flow Survey (CFS) data across various years (1993, 1997, and 2007), develop methodologies to identify outliers, and to improve freight planning and modeling to help in policy development to make the freight system more efficient and sustainable. To this end, the team has developed freight production models that estimate the amount (in pounds per year) of cargo produced by the firms as a function of number of employees, industry sector, and geography. Using the most significant model the firms that behave eccentric with respect to freight compared to other firms in the same industry (at 2 digit North American Industry Classification System, NAICS) were identified. The results are presented in the form of summary tables showing the total number of firms, number of outliers per industry sector and percentage of outliers per industry sector. The results show that there is a need for further exploration into current sample and survey design to ensure realistic coverage of the variations in the predominant freight indicators such as firm size, sector, and geography.",2017,2017-01-01,0,"{'José Holguín‐Veras', 'Lokesh Kalahasthi', 'Shama Campbell'}",,Urban and Freight Transport Logistics; Maritime Ports and Logistics; Logistics and Infrastructure Analysis,,article,Shama Campbell,https://openalex.org/A5010645764,Standard Statistical Establishment Listing; Commodity Flow Survey; Baruch RDC; Census Bureau,Commodity Flow Survey,Baruch,709,Use of Freight Production Functions to Identify Outliers in the Commodity Flow Survey Data,100
The Impacts of Opportunity Zones on Zone Residents,,"Created by the Tax Cuts and Jobs Act in 2017, the Opportunity Zone program was designed to encourage investment in distressed communities across the U.S. We examine the early impacts of the Opportunity Zone program on residents of targeted areas. We leverage restricted-access microdata from the American Community Survey and employ difference-in-differences and matching approaches to estimate causal reduced-form effects of the program. Our results point to modest, if any, positive effects of the Opportunity Zone program on the employment, earnings, or poverty of zone residents.

Institutional subscribers to the NBER working paper series, and residents of developing countries may download this paper without additional charge at www.nber.org.",2021,2021-03-01,5,"{'Shantanu Khanna', 'David Neumark', 'Matthew Freedman'}","University of California, Irvine; University of California, Irvine; IZA - Institute of Labor Economics; National Bureau of Economic Research; University of California, Irvine","Urban, Neighborhood, and Segregation Studies; Fiscal Policy and Economic Growth; Taxation and Compliance Studies",SSRN Electronic Journal,article,Shantanu Khanna,https://openalex.org/A5037854295,American Community Survey; Census of Services; Census of Manufactures,American Community Survey,Irvine,1579,The Impacts of Opportunity Zones on Zone Residents,100
Combining Rules and Discretion in Economic Development Policy: Evidence on the Impacts of the California Competes Tax Credit,https://doi.org/10.3386/w28594,"We evaluate the effects of one of a new generation of economic development programs, the California Competes Tax Credit (CCTC), on local job creation.Incorporating perceived best practices from previous initiatives, the CCTC combines explicit eligibility thresholds with some discretion on the part of program officials to select tax credit recipients.The structure and implementation of the program facilitates rigorous evaluation.We exploit detailed data on accepted and rejected applicants to the CCTC, including information on scoring of applicants with regard to program goals and funding decisions, together with restricted access American Community Survey (ACS) data on local economic conditions.Using a difference-in-differences approach, we find that each CCTC-incentivized job in a census tract increases the number of individuals working in that tract by over two -a significant local multiplier.We also explore the program's distributional implications and impacts by industry.We find that CCTC awards increase employment among workers residing in both high income and low income communities, and that the local multipliers are larger for non-manufacturing awards than for manufacturing awards.",2021,2021-03-01,3,"{'David Neumark', 'Matthew Freedman', 'Shantanu Khanna'}","National Bureau of Economic Research; University of California, Irvine; National Bureau of Economic Research; University of California, Irvine; National Bureau of Economic Research; University of California, Irvine","Fiscal Policy and Economic Growth; Gender, Labor, and Family Dynamics; Regional Economics and Spatial Analysis",,report,Shantanu Khanna,https://openalex.org/A5037854295,American Community Survey; Census of Services; Census of Manufactures,American Community Survey,Irvine,1576,Combining Rules and Discretion in Economic Development Policy: Evidence from the California Competes tax Credit,92
Combining Rules and Discretion in Economic Development Policy: Evidence on the Impacts of the California Competes Tax Credit,https://doi.org/10.2139/ssrn.3809567,"We evaluate the effects of one of a new generation of economic development programs, the California Competes Tax Credit (CCTC), on local job creation. Incorporating perceived best practices from previous initiatives, the CCTC combines explicit eligibility thresholds with some discretion on the part of program officials to select tax credit recipients. The structure and implementation of the program facilitates rigorous evaluation. We exploit detailed data on accepted and rejected applicants to the CCTC, including information on scoring of applicants with regard to program goals and funding decisions, together with restricted access American Community Survey (ACS) data on local economic conditions. Using a difference-in-differences approach, we find that each CCTC-incentivized job in a census tract increases the number of individuals working in that tract by over two – a significant local multiplier. We also explore the program’s distributional implications and impacts by industry. We find that CCTC awards increase employment among workers residing in both high income and low income communities, and that the local multipliers are larger for non-manufacturing awards than for manufacturing awards.Institutional subscribers to the NBER working paper series, and residents of developing countries may download this paper without additional charge at www.nber.org.",2021,2021-01-01,0,"{'David Neumark', 'Matthew Freedman', 'Shantanu Khanna'}","University of California, Irvine; University of California, Irvine; National Bureau of Economic Research; IZA - Institute of Labor Economics; University of California, Irvine",Fiscal Policy and Economic Growth; Taxation and Compliance Studies; Local Government Finance and Decentralization,SSRN Electronic Journal,article,Shantanu Khanna,https://openalex.org/A5037854295,American Community Survey; Census of Services; Census of Manufactures,American Community Survey,Irvine,1576,Combining Rules and Discretion in Economic Development Policy: Evidence from the California Competes tax Credit,92
Wage Premia in Employment Clusters: How Important Is Worker Heterogeneity?,https://doi.org/10.1086/668615,"This article tests whether the correlation between wages and concentration of employment can be explained by unobserved worker productivity. Residential location is used as a proxy for unobserved productivity, and average commute time to workplace is used to test whether location-based productivity differences are compensated away by longer commutes. Analyses using confidential data from the 2000 Decennial Census find that estimates of agglomeration wage premia within metropolitan areas are robust to comparisons within residential location and that estimates do not persist after controlling for commuting costs, suggesting that the productivity differences across locations are due to location, not individual unobservables.",2013,2013-04-01,51,"{'Shihe Fu', 'Stephen L. Ross'}",Xiamen University,"Regional Economics and Spatial Analysis; Urban, Neighborhood, and Segregation Studies; Urban Transport and Accessibility",Journal of Labor Economics,article,Stephen L Ross,https://openalex.org/A5000220540,BOC Census Numident (CNUM); Longitudinal Business Database - No Revenue; Decennial Census,Decennial Census,Boston,199,Wage Premia in Employment Clusters: How Important is Worker Heterogeneity?,100
Wage Premia in Employment Clusters: Agglomeration or Worker Heterogeneity?,https://doi.org/10.2139/ssrn.1554342,"This paper tests whether the correlation between wages and the spatial concentration of employment can be explained by unobserved worker productivity differences. Residential location is used as a proxy for a worker’s unobserved productivity, and average workplace commute time is used to test whether location based productivity differences are compensated away by longer commutes. Analyses using confidential data from the 2000 Decennial Census Long Form find that the agglomeration estimates are robust to comparisons within residential location and that the estimates do not persist after controlling for commutes suggesting that the productivity differences across locations are due to agglomeration, rather than productivity differences across individuals.",2010,2010-01-01,18,"{'Shihe Fu', 'Stephen L. Ross'}",Xiamen University; University of Connecticut,"Regional Economics and Spatial Analysis; Urban, Neighborhood, and Segregation Studies; Urban Transport and Accessibility",SSRN Electronic Journal,article,Stephen L Ross,https://openalex.org/A5000220540,BOC Census Numident (CNUM); Longitudinal Business Database - No Revenue; Decennial Census,Decennial Census,Boston,198,Wage Premia in Employment Clusters: Agglomeration or Worker Heterogeneity?,100
"Pay, Employment, and Dynamics of Young Firms",https://doi.org/10.2139/ssrn.3425596,"Why do young firms pay less? Using confidential microdata from the US Census Bureau, we find lower earnings among workers at young firms. However, we argue that such measurement is likely subject to worker and firm selection. Exploiting the two-sided panel nature of the data to control for relevant dimensions of worker and firm heterogeneity, we uncover a positive and significant young-firm pay premium. Furthermore, we show that worker selection at firm birth is related to future firm dynamics, including survival and growth. We tie our empirical findings to a simple model of pay, employment, and dynamics of young firms.",2019,2019-01-01,16,"{'Christian Moser', 'Paige Ouimet', 'Tania Babina', 'Wenting Ma', 'Rebecca Zarutskie'}",Columbia University; University of Massachusetts Amherst; Centre for Economic Policy Research; Columbia University; University of North Carolina at Chapel Hill; Federal Reserve; Federal Reserve Board of Governors,Firm Innovation and Growth; Labor market dynamics and wage inequality; Entrepreneurship Studies and Influences,SSRN Electronic Journal,article,Tania Babina,https://openalex.org/A5039414456,Census Bureau,Census Bureau,Chicago,764,"Pay, Employment, and Dynamics of Young Firms",100
