"ProjectTitle","Project Abstract","OutputTitle","OutputBiblio","OutputYear","ProjectRDC","Keywords","Authors","Year","DOI"
"The Role of Foreign Production in U.S. Prices and Firm Behavior","This project will study the effects of foreign production on U.S. prices and firm behavior. More specifically, the researchers will examine the importance of multinational activity, changes in economic conditions abroad, and the entry of foreign exporters into the U.S. market on U.S. prices, including both trade prices and domestic prices, and U.S. firm outcomes, such as employment, exporting status, productivity, and market share. The project will benefit the Census Bureau by improving the quality of the underlying data to identify U.S. establishments that are part of a foreign trade zone, by documenting the amount of measurement error in the related party variable in the trade data, and by accounting for the role of mergers and acquisitions in the trade data.  The project will use the Annual Survey of Manufactures, Census of Manufactures, Commodity Flow Survey, Compustat-SSEL Bridge, Foreign Trade Data - Export, Foreign Trade Data - Import, Lexis-Nexis Directory of Corporate Affiliations - SSEL Bridge, Longitudinal Business Database, Longitudinal Foreign Trade Transactions Database, and Standard Statistical Establishment List / Business Register.","Longevity and the value of trade relationships","Monarch, Ryan, and Tim Schmidt-Eisenlohr. ""Longevity and the value of trade relationships."" Journal of International Economics 145 (2023): 103842","2023","Fed Board",NA,"Monarch, Ryan, and Tim Schmidt-Eisenlohr. ""Longevity and the value of trade relationships."" Journal of International Economics","2023",NA
"The Role of Foreign Production in U.S. Prices and Firm Behavior","This project will study the effects of foreign production on U.S. prices and firm behavior. More specifically, the researchers will examine the importance of multinational activity, changes in economic conditions abroad, and the entry of foreign exporters into the U.S. market on U.S. prices, including both trade prices and domestic prices, and U.S. firm outcomes, such as employment, exporting status, productivity, and market share. The project will benefit the Census Bureau by improving the quality of the underlying data to identify U.S. establishments that are part of a foreign trade zone, by documenting the amount of measurement error in the related party variable in the trade data, and by accounting for the role of mergers and acquisitions in the trade data.  The project will use the Annual Survey of Manufactures, Census of Manufactures, Commodity Flow Survey, Compustat-SSEL Bridge, Foreign Trade Data - Export, Foreign Trade Data - Import, Lexis-Nexis Directory of Corporate Affiliations - SSEL Bridge, Longitudinal Business Database, Longitudinal Foreign Trade Transactions Database, and Standard Statistical Establishment List / Business Register.","Who’s Most Exposed to International Shocks? Estimating Differences in Import Price Sensitivity across U.S. Demographic Groups","Colin J. Hottman & Ryan Monarch, 2023. ""Who’s Most Exposed to International Shocks? Estimating Differences in Import Price Sensitivity across U.S. Demographic Groups,"" Working Papers 23-13, Center for Economic Studies, U.S. Census Bureau.","2023","Fed Board",NA,"Colin J. Hottman & Ryan Monarch,","2023",NA
"The Role of Foreign Production in U.S. Prices and Firm Behavior","This project will study the effects of foreign production on U.S. prices and firm behavior. More specifically, the researchers will examine the importance of multinational activity, changes in economic conditions abroad, and the entry of foreign exporters into the U.S. market on U.S. prices, including both trade prices and domestic prices, and U.S. firm outcomes, such as employment, exporting status, productivity, and market share. The project will benefit the Census Bureau by improving the quality of the underlying data to identify U.S. establishments that are part of a foreign trade zone, by documenting the amount of measurement error in the related party variable in the trade data, and by accounting for the role of mergers and acquisitions in the trade data.  The project will use the Annual Survey of Manufactures, Census of Manufactures, Commodity Flow Survey, Compustat-SSEL Bridge, Foreign Trade Data - Export, Foreign Trade Data - Import, Lexis-Nexis Directory of Corporate Affiliations - SSEL Bridge, Longitudinal Business Database, Longitudinal Foreign Trade Transactions Database, and Standard Statistical Establishment List / Business Register.","Who’s Most Exposed to International Shocks? Estimating Differences in Import Price Sensitivity across U.S. Demographic Groups","Colin J. Hottman & Ryan Monarch, 2023. ""Who’s Most Exposed to International Shocks? Estimating Differences in Import Price Sensitivity across U.S. Demographic Groups,"" International Finance Discussion Paper 1380 (2023).","2023","Fed Board",NA,"Colin J. Hottman & Ryan Monarch,","2023",NA
"Place-Based Determinants of Energy Use and Economic Well-Being","This study seeks to estimate the effect of place (defined by the combination of built, natural, and social environment) on people's energy consumption, and then to use these estimates to assess the economic efficiency (maximization of the benefit-cost ratio) and economic incidence (the distribution of costs and benefits across demographic groups) of government-induced energy price variation. The focus of this study will be on the interaction between the carbon externality market failure and the public goods market failure. Acemoglu et al (2012, 2016) explore this interaction in the case of the global public goods failure of R&D under-provision and show that a carbon tax alone is not a cost-effective solution for reducing carbon emissions; however, the efficiency impacts of the interaction between local public goods and carbon externalities has not yet been studied.","The Role of People vs. Places in Individual Carbon Emissions","Lyubich, Eva. The Role of People vs. Places in Individual Carbon Emissions, Mimeo. March 2023.","2023","Berkeley",NA,"Lyubich, Eva. The Role of People vs. Places in Individual Carbon Emissions, Mimeo. March","2023",NA
"Place-Based Determinants of Energy Use and Economic Well-Being","This study seeks to estimate the effect of place (defined by the combination of built, natural, and social environment) on people's energy consumption, and then to use these estimates to assess the economic efficiency (maximization of the benefit-cost ratio) and economic incidence (the distribution of costs and benefits across demographic groups) of government-induced energy price variation. The focus of this study will be on the interaction between the carbon externality market failure and the public goods market failure. Acemoglu et al (2012, 2016) explore this interaction in the case of the global public goods failure of R&D under-provision and show that a carbon tax alone is not a cost-effective solution for reducing carbon emissions; however, the efficiency impacts of the interaction between local public goods and carbon externalities has not yet been studied.","Essays on Energy and Public Economics","Lyubich, Eva. Essays on Energy and Public Economics. Ph.D. Dissertation, University of California, Berkeley. Spring 2022.","2022","Berkeley",NA,"Lyubich, Eva. Essays on Energy and Public Economics. Ph.D. Dissertation, University of California, Berkeley. Spring","2022",NA
"Place-Based Determinants of Energy Use and Economic Well-Being","This study seeks to estimate the effect of place (defined by the combination of built, natural, and social environment) on people's energy consumption, and then to use these estimates to assess the economic efficiency (maximization of the benefit-cost ratio) and economic incidence (the distribution of costs and benefits across demographic groups) of government-induced energy price variation. The focus of this study will be on the interaction between the carbon externality market failure and the public goods market failure. Acemoglu et al (2012, 2016) explore this interaction in the case of the global public goods failure of R&D under-provision and show that a carbon tax alone is not a cost-effective solution for reducing carbon emissions; however, the efficiency impacts of the interaction between local public goods and carbon externalities has not yet been studied.","The Role of People vs. Places in Individual Carbon Emissions","Lyubich, Eva. The Role of People vs. Places in Individual Carbon Emissions, Job Market Paper, February 2022.","2022","Berkeley",NA,"Lyubich, Eva. The Role of People vs. Places in Individual Carbon Emissions, Job Market Paper, February","2022",NA
"Effects of Title III of the Elementary and Secondary Education Act on Education, Income, Employment and Self-Sufficiency","This project will evaluate the impact of changes in Title III rules that affected required standards for limited English proficient students and provided grant allocation on education, income, employment and self-sufficiency. Title III formula grants were established under the No Child Left Behind Act (NCLB) of 2001 in an effort to ensure English learners achieve English language proficiency and established state academic standards. By 2007, all states and the District of Columbia had developed English language proficiency standards, assessments, and accountability measures for monitoring progress of limited English proficiency students. This project will exploit the staggered rollout of the program at the state level to determine the effectiveness of these programs on long-term outcomes such as education, income, employment and self-sufficiency. The project aims to link the 2000 long-form records to subsequent American Community Surveys. The 2000 long-form will be used to determine the age, state of residence, and language spoken at home and the linked ACS data will be used to track long-term outcomes. Various methods, such as event studies, linear spline models, and fixed effects models, will be used to compare those were eligible for Title III programs and those who were not because of age and the staggered statewide rollout.","Dissertation (title unknown)","Obadan, Ann. 2023. Ph.D. Dissertation. Title Unknown. University of Missouri-Columbia.","2023","Missouri",NA,"Obadan, Ann.","2023",NA
"Effects of Title III of the Elementary and Secondary Education Act on Education, Income, Employment and Self-Sufficiency","This project will evaluate the impact of changes in Title III rules that affected required standards for limited English proficient students and provided grant allocation on education, income, employment and self-sufficiency. Title III formula grants were established under the No Child Left Behind Act (NCLB) of 2001 in an effort to ensure English learners achieve English language proficiency and established state academic standards. By 2007, all states and the District of Columbia had developed English language proficiency standards, assessments, and accountability measures for monitoring progress of limited English proficiency students. This project will exploit the staggered rollout of the program at the state level to determine the effectiveness of these programs on long-term outcomes such as education, income, employment and self-sufficiency. The project aims to link the 2000 long-form records to subsequent American Community Surveys. The 2000 long-form will be used to determine the age, state of residence, and language spoken at home and the linked ACS data will be used to track long-term outcomes. Various methods, such as event studies, linear spline models, and fixed effects models, will be used to compare those were eligible for Title III programs and those who were not because of age and the staggered statewide rollout.","Effects of Federal Funding for English Language Learners on Educational Attainment","Arteaga, Irma and Ann Obadan. 2022. Effects of Federal Funding for English Language Learners on Educational Attainment. Mimeo","2022","Missouri",NA,"Arteaga, Irma and Ann Obadan.","2022",NA
"Intergenerational Insurance and Brain Drain in the Great Recession","While recent research has studied the impacts of the Great Recession on the wages and employment of young adults, less is known about how their parents protected them from the economic crash. By linking young adults in the American Community Survey to themselves in the Decennial Census to obtain their parental information, we intend to investigate how the impact of the Great Recession on the earnings, migration, and educational attainment of youth differed based on the socioeconomic status of their parents. We expect to find substantial heterogeneity within young adults, with the children of wealthier parents being more likely to take protective actions such as delaying labor force entry via the pursuit of higher education and leaving areas that were impacted worse by the Great Recession, while the children of disadvantaged parents being less so. These asymmetric responses and the flight of talented youth from areas adversely affected by the Great Recession may in turn be important in explaining the stark differences in post-recession recoveries observed between urban and rural locations in the United States.","Intergenerational Linkages between the American Community Survey and the 2000 Long-From Census","Anstreicher, Garrett. 2022. ""Intergenerational Linkages between the American Community Survey and the 2000 Long-From Census,"" CES Technical Notes Series 22-02, Center for Economic Studies, U.S. Census Bureau.","2022","Wisconsin",NA,"Anstreicher, Garrett.","2022",NA
"Intergenerational Insurance and Brain Drain in the Great Recession","While recent research has studied the impacts of the Great Recession on the wages and employment of young adults, less is known about how their parents protected them from the economic crash. By linking young adults in the American Community Survey to themselves in the Decennial Census to obtain their parental information, we intend to investigate how the impact of the Great Recession on the earnings, migration, and educational attainment of youth differed based on the socioeconomic status of their parents. We expect to find substantial heterogeneity within young adults, with the children of wealthier parents being more likely to take protective actions such as delaying labor force entry via the pursuit of higher education and leaving areas that were impacted worse by the Great Recession, while the children of disadvantaged parents being less so. These asymmetric responses and the flight of talented youth from areas adversely affected by the Great Recession may in turn be important in explaining the stark differences in post-recession recoveries observed between urban and rural locations in the United States.","Family Formation and the Great Recession","Anstreicher, Garrett. 2020. ""Family Formation and the Great Recession"" CES Working Paper 20-42.","2020","Wisconsin",NA,"Anstreicher, Garrett.","2020",NA
"College Graduate Outcomes: College Major and Selectivity, Earnings, Career Ladders and Labor Demand Shocks","We are interested in studying the labor market outcomes of college graduates. Specifically, we want to focus on how labor market outcomes vary by the selectivity of the college attended and college major (i.e type of college graduate). We will document differences across type of college graduate in the mean, growth and volatility of earnings in early- mid- and late-career. We will also analyze the extent to which outcomes vary geographically or have changed across college graduate cohorts. We will next analyze the sources of heterogenous labor market outcomes including the a worker's employer, the tasks performed on the job and
occupation. We will study the effect of local labor market conditions at time of graduation on a variety of short- and long-term labor market outcomes including earnings, employment, occupation, migration decisions and employer characteristics.

To accomplish this, restricted Census data from the Longitudinal Employer-Household Dynamics (LEHD) program, Decennial Census, American Community Survey (ACS), the National Survey of College Graduates (NSCG) and the UMETRICS University Research Data (UMT) will be linked together. The specific LEHD data sets being requested in this proposal include: Employer Characteristics Files (ECF), Employment History Files (EHF), Geocoded Address List (GAL), Individual Characteristics Files (ICF), Quarterly Workforce Indicators, and Unit-to-Worker (U2W). Additionally, PI-supplied data will include area-level measures of labor markets, institution-level information on for U.S. post-secondary institutions, occupation-level descriptors and publicly available measures of average earnings by college attended and
college major.","Essays on College Majors and the Labor Market","Martin, Shawn M. 2022. Essays on College Majors and the Labor Market. Ph.D. dissertation. University of Michigan","2022","Michigan",NA,"Martin, Shawn M.","2022",NA
"College Graduate Outcomes: College Major and Selectivity, Earnings, Career Ladders and Labor Demand Shocks","We are interested in studying the labor market outcomes of college graduates. Specifically, we want to focus on how labor market outcomes vary by the selectivity of the college attended and college major (i.e type of college graduate). We will document differences across type of college graduate in the mean, growth and volatility of earnings in early- mid- and late-career. We will also analyze the extent to which outcomes vary geographically or have changed across college graduate cohorts. We will next analyze the sources of heterogenous labor market outcomes including the a worker's employer, the tasks performed on the job and
occupation. We will study the effect of local labor market conditions at time of graduation on a variety of short- and long-term labor market outcomes including earnings, employment, occupation, migration decisions and employer characteristics.

To accomplish this, restricted Census data from the Longitudinal Employer-Household Dynamics (LEHD) program, Decennial Census, American Community Survey (ACS), the National Survey of College Graduates (NSCG) and the UMETRICS University Research Data (UMT) will be linked together. The specific LEHD data sets being requested in this proposal include: Employer Characteristics Files (ECF), Employment History Files (EHF), Geocoded Address List (GAL), Individual Characteristics Files (ICF), Quarterly Workforce Indicators, and Unit-to-Worker (U2W). Additionally, PI-supplied data will include area-level measures of labor markets, institution-level information on for U.S. post-secondary institutions, occupation-level descriptors and publicly available measures of average earnings by college attended and
college major.","Job Search and Earnings Growth: General and Specific Majors","Martin, Shawn M. 2022. Job Search and Earnings Growth: General and Specific Majors. University of Michigan-Ann Arbor. February 15, 2022. Mimeo.","2022","Michigan",NA,"Martin, Shawn M.","2022",NA
"Workers and International Markets","How do firms' worker characteristics and engagement in international markets affect each other? Aimed at answering this question, our proposed project will leverage a new method developed by the researchers apportioning firm-level exports in the LFTTD to establishments belonging to the firm in the LBD. By further connecting these establishments with their workers in the LEHD, we will obtain a direct mapping between an establishment's exports and its workers. These links will help us understand the nexus between trade and immigration, how engagement in international trade mediates how firms respond to fiscal stimulus, and how exposure to international markets affects wage inequality.","New Measurement of Export Participation in U.S. Manufacturing","Boehm, Christoph E., Aaron Flaaen and Nitya Pandalai-Nayar. 2023. ""New Measurement of Export Participation in US Manufacturing."" AEA Papers and Proceedings, 113 : 93–98.","2023","Austin",NA,"Boehm, Christoph E., Aaron Flaaen and Nitya Pandalai-Nayar.","2023",NA
"Workers and International Markets","How do firms' worker characteristics and engagement in international markets affect each other? Aimed at answering this question, our proposed project will leverage a new method developed by the researchers apportioning firm-level exports in the LFTTD to establishments belonging to the firm in the LBD. By further connecting these establishments with their workers in the LEHD, we will obtain a direct mapping between an establishment's exports and its workers. These links will help us understand the nexus between trade and immigration, how engagement in international trade mediates how firms respond to fiscal stimulus, and how exposure to international markets affects wage inequality.","New Measurement of Export Participation in U.S. Manufacturing","Christoph Boehm & Aaron B. Flaaen & Nitya Pandalai-Nayar, 2023. ""New Measurement of Export Participation in U.S. Manufacturing,"" NBER Working Papers 30864, National Bureau of Economic Research, Inc.","2023","Austin",NA,"Christoph Boehm & Aaron B. Flaaen & Nitya Pandalai-Nayar,","2023",NA
"Workers and International Markets","How do firms' worker characteristics and engagement in international markets affect each other? Aimed at answering this question, our proposed project will leverage a new method developed by the researchers apportioning firm-level exports in the LFTTD to establishments belonging to the firm in the LBD. By further connecting these establishments with their workers in the LEHD, we will obtain a direct mapping between an establishment's exports and its workers. These links will help us understand the nexus between trade and immigration, how engagement in international trade mediates how firms respond to fiscal stimulus, and how exposure to international markets affects wage inequality.","The Local-Area Incidence of Exporting","Boehm, Christoph E., Aaron Flaaen, Nitya Pandalai-Nayar, and Jan Schlupp. 2021. The Local-Area Incidence of Exporting. Mimeo. https://www.dallasfed.org/-/media/Documents/research/events/2021/21houston-pandalai-nayar.pdf.","2021","Austin",NA,"Boehm, Christoph E., Aaron Flaaen, Nitya Pandalai-Nayar, and Jan Schlupp.","2021",NA
"Innovation, Concentration, and Growth","This project will use the Economic Censuses (EC), the Business R&D Surveys (SIRD, BRDIS and the ABS), the Longitudinal Firm Trade Transactions Database (LFTTD), and the Revenue-Enhanced Longitudinal Business Database (LBD) to provide new series that shed light on two questions.   First, what are the sources of innovation?  What is the role of creative destruction, innovation on a firm's own products, and creation of new products?  How important is access to foreign markets for each type of innovation?  Second, what are the effects of top firm concentration on innovation, aggregate growth, and the spatial distribution of economic activity?

This project builds upon the work the researchers completed in their previous Census RDC projects.  In these projects, the researchers tackled two questions.  First, how do we measure the efficiency of resource allocation across firms for a given distribution of underlying firm productivity?  Second, what are the mechanisms behind the changes in the distribution of firm productivity over time?  How much of the growth in firm productivity takes the form of creative destruction, innovation on the firm's own products, and the creation of brand new products?  

In the current proposal, the researchers plan to address two questions.  First, the researchers will address three limitations of the previous census project.  In the previous project, the researchers inferred the contribution of each type of innovation from the distribution of job flows.  The researchers did not directly observe each type of innovation, but rather inferred the frequency of each type of innovation from the distribution of job creation and job destruction.  The researchers also assumed that the size of quality improvements was the same for creative destruction and own innovation.  A third limitation was that the researchers assumed innovations only built on the products owned by domestic firms.  In the proposed research project, the researchers will directly measure the frequency and improvement in quality from each type of innovation based on the business R&D surveys (ABS-BRDIS-SIRD).  In addition, the researchers will measure the contribution of access to foreign markets to innovation by merging the LFTTD with the LBD and EC.

A second objective of this research proposal is to measure the effect of the growing concentration of sales at top firms.  The researchers believe that growing firm concentration could be the consequence of new technologies that enable top firms to expand.  The researchers plan to examine this hypothesis by measuring the following moments.  First, the researchers will decompose the growth of top firms in an industry into the contribution of expansion into new product lines or markets.  Second, the researchers will measure industry productivity growth in sectors where top firm concentration has increased.  Third, the researchers will measure changes in the share of payments to labor in industry sales, and their correlation with the change in the market share of top firms in the sector.  Fourth, the researchers will measure changes in the market share of top national firms in local markets (defined as an MSA or a county), and the extent of local labor productivity growth in each local market.  Finally, the researchers will examine the correlation of job destruction with the change in the market share of top national firms in the sector. 
           	
These statistics will allow the researchers to measure the empirical importance of different mechanisms of innovation, the importance of exports in innovation, and the economic effects of the growing concentration of top firms.","Output Market Power and Spatial Misallocation","Santiago Franco, 2023. ""Output Market Power and Spatial Misallocation,"" Working Papers 23-57, Center for Economic Studies, U.S. Census Bureau.","2023","Chicago",NA,"Santiago Franco,","2023",NA
"Assessment of Nonresponse in the NCVS","The proposed project will assess trends in response rates to the National Crime Victimization Survey (NCVS) and the reasons for declining response rates for the period of 1996-2020. The project will give special attention to nonresponse among racial/ethnic minorities, residents of communities with high concentration of immigrants with varied socioeconomic conditions, and (by using data collected after the 2016 NCVS redesign) residents of different citizenship status. Moreover, the project will examine the implications of nonresponse and nonresponse bias for research on criminal victimization and victims' decision to call the police and other entities (e.g., victim service providers and medical professionals) for help. The purpose is to develop ways for reducing nonresponse and develop adjustments (if needed) for any observed nonresponse bias to achieve a better understanding of factors that affect victimization and victim help-seeking behaviors.","Federal-local partnerships on immigration law enforcement: Are the policies effective in reducing violent victimization?","Baumer, E. P., & Xie, M. (2023). Federal-local partnerships on immigration law enforcement: Are the policies effective in reducing violent victimization? Criminology & Public Policy 22(3): 417-455. https://doi.org/10.1111/1745-9133.12619","2023","Maryland",NA,"Baumer, E. P., & Xie, M.","2023","10.1111/1745-9133.12619"
"Assessment of Nonresponse in the NCVS","The proposed project will assess trends in response rates to the National Crime Victimization Survey (NCVS) and the reasons for declining response rates for the period of 1996-2020. The project will give special attention to nonresponse among racial/ethnic minorities, residents of communities with high concentration of immigrants with varied socioeconomic conditions, and (by using data collected after the 2016 NCVS redesign) residents of different citizenship status. Moreover, the project will examine the implications of nonresponse and nonresponse bias for research on criminal victimization and victims' decision to call the police and other entities (e.g., victim service providers and medical professionals) for help. The purpose is to develop ways for reducing nonresponse and develop adjustments (if needed) for any observed nonresponse bias to achieve a better understanding of factors that affect victimization and victim help-seeking behaviors.","Federal-local partnerships on immigration law enforcement: Are the policies effective in reducing violent victimization?","Baumer, E. P., & Xie, M. (2023). Federal-Local Partnerships on Immigration Law Enforcement: Are the Policies Effective in Reducing Violent Victimization? Center for Economic Studies (CES) Working Paper Series. https://www.census.gov/library/working-papers/2023/adrm/CES-WP-23-18.html","2023","Maryland",NA,"Baumer, E. P., & Xie, M.","2023",NA
"Innovation and Market Concentration","Rates of national product market concentration in the US have increased markedly since the 1980s. The primary goal of this project is to assess whether changes in firm-level innovation behavior can explain this trend. To do so, we will connect data on innovation from the Survey of Industrial Research and Development, the Business R&D and Innovation Survey, and the Business R&D Survey, together with detailed production data from other Census databases, particularly the Census of Manufactures (CMF) and Longitudinal Business Database. Using this data, we will measure innovation concentration: the distribution of innovation activity across differently sized firms. Accordingly, we will estimate empirical models that project R&D characteristics on measures of firm size. Using unique innovation information from the BRDIS and product-level sales from the CMF, we will extend our empirical analysis to innovation by type: internal (towards market areas the firm is already active in) and external (towards market areas new to the firm). Finally, motivated by our empirical findings, we will build and estimate a quantitative model of endogenous firm dynamics and employ it to analyze the contribution of different kinds of innovation to changes in market concentration.","Essays on Firms, Innovation, and Growth","Lorenz K.F. Ekerdt (2023), Essays on Firms, Innovation, and Growth. Ph.D. Disssertation. University of Rochester.","2023","Penn State",NA,"Lorenz K.F. Ekerdt","2023",NA
"Innovation and Market Concentration","Rates of national product market concentration in the US have increased markedly since the 1980s. The primary goal of this project is to assess whether changes in firm-level innovation behavior can explain this trend. To do so, we will connect data on innovation from the Survey of Industrial Research and Development, the Business R&D and Innovation Survey, and the Business R&D Survey, together with detailed production data from other Census databases, particularly the Census of Manufactures (CMF) and Longitudinal Business Database. Using this data, we will measure innovation concentration: the distribution of innovation activity across differently sized firms. Accordingly, we will estimate empirical models that project R&D characteristics on measures of firm size. Using unique innovation information from the BRDIS and product-level sales from the CMF, we will extend our empirical analysis to innovation by type: internal (towards market areas the firm is already active in) and external (towards market areas new to the firm). Finally, motivated by our empirical findings, we will build and estimate a quantitative model of endogenous firm dynamics and employ it to analyze the contribution of different kinds of innovation to changes in market concentration.","Essays on Firms, Growth, and Competition","Kai-Jie Wu. 2023. Essays on Firms, Growth, and Competition. Ph.D. Dissertation. University of Rochester.","2023","Penn State",NA,"Kai-Jie Wu.","2023",NA
"Innovation and Market Concentration","Rates of national product market concentration in the US have increased markedly since the 1980s. The primary goal of this project is to assess whether changes in firm-level innovation behavior can explain this trend. To do so, we will connect data on innovation from the Survey of Industrial Research and Development, the Business R&D and Innovation Survey, and the Business R&D Survey, together with detailed production data from other Census databases, particularly the Census of Manufactures (CMF) and Longitudinal Business Database. Using this data, we will measure innovation concentration: the distribution of innovation activity across differently sized firms. Accordingly, we will estimate empirical models that project R&D characteristics on measures of firm size. Using unique innovation information from the BRDIS and product-level sales from the CMF, we will extend our empirical analysis to innovation by type: internal (towards market areas the firm is already active in) and external (towards market areas new to the firm). Finally, motivated by our empirical findings, we will build and estimate a quantitative model of endogenous firm dynamics and employ it to analyze the contribution of different kinds of innovation to changes in market concentration.","The Rise of Specialized Firms","Ekerdt, Lorenz and Kai-Jie Wu. 2023. The Rise of Specialized Firms. Mimeo","2023","Penn State",NA,"Ekerdt, Lorenz and Kai-Jie Wu.","2023",NA
"Innovation and Market Concentration","Rates of national product market concentration in the US have increased markedly since the 1980s. The primary goal of this project is to assess whether changes in firm-level innovation behavior can explain this trend. To do so, we will connect data on innovation from the Survey of Industrial Research and Development, the Business R&D and Innovation Survey, and the Business R&D Survey, together with detailed production data from other Census databases, particularly the Census of Manufactures (CMF) and Longitudinal Business Database. Using this data, we will measure innovation concentration: the distribution of innovation activity across differently sized firms. Accordingly, we will estimate empirical models that project R&D characteristics on measures of firm size. Using unique innovation information from the BRDIS and product-level sales from the CMF, we will extend our empirical analysis to innovation by type: internal (towards market areas the firm is already active in) and external (towards market areas new to the firm). Finally, motivated by our empirical findings, we will build and estimate a quantitative model of endogenous firm dynamics and employ it to analyze the contribution of different kinds of innovation to changes in market concentration.","Spatial Sorting of Retail Firms","Kai-Jie Wu. 2023. “Spatial Sorting of Retail Firms.” Mimeo.","2023","Penn State",NA,"Kai-Jie Wu.","2023",NA
"Causes and Consequences of Eviction","This project studies the prevalence of residential eviction in urban areas and the relationship between eviction and households' labor market and educational outcomes, residential mobility, program participation, and other socio-economic outcomes. The project will focus on the following questions: What are the socio-economic consequences of eviction? Which events tend to precede eviction? Which characteristics distinguish tenants facing eviction from the general population? And, which interventions and reforms can affect the prevalence of eviction? To answer these questions, the PI's will use a novel combination of rich longitudinal data and quasi-experimental research designs. At the core of the analysis are researcher-provided eviction court case histories, which will be linked to information on socio-economic outcomes for defendants in eviction court, their family members, and any non-family cohabitants. The datasets that will be linked include both Census-held datasets, and datasets brought in by the research team.","Eviction and Poverty in America Cities","Collinson, Humphries, Mader, Reed, Tannenbaum, and van Dijk; August 2022; Eviction and Poverty in America Cities; NBER Working paper 30382; https://www.nber.org/papers/w30382","2022","Yale",NA,"Collinson, Humphries, Mader, Reed, Tannenbaum, and van Dijk; August","2022",NA
"Causes and Consequences of Eviction","This project studies the prevalence of residential eviction in urban areas and the relationship between eviction and households' labor market and educational outcomes, residential mobility, program participation, and other socio-economic outcomes. The project will focus on the following questions: What are the socio-economic consequences of eviction? Which events tend to precede eviction? Which characteristics distinguish tenants facing eviction from the general population? And, which interventions and reforms can affect the prevalence of eviction? To answer these questions, the PI's will use a novel combination of rich longitudinal data and quasi-experimental research designs. At the core of the analysis are researcher-provided eviction court case histories, which will be linked to information on socio-economic outcomes for defendants in eviction court, their family members, and any non-family cohabitants. The datasets that will be linked include both Census-held datasets, and datasets brought in by the research team.","Eviction and Poverty in America Cities","Collinson, Humphries, Mader, Reed, Tannenbaum, and van Dijk; 2023; Eviction and Poverty in America Cities.  Quarterly Journal of Economics. Feb (2024) vol 139(1).","2024","Yale",NA,"Collinson, Humphries, Mader, Reed, Tannenbaum, and van Dijk;","2023",NA
"Causes and Consequences of Eviction","This project studies the prevalence of residential eviction in urban areas and the relationship between eviction and households' labor market and educational outcomes, residential mobility, program participation, and other socio-economic outcomes. The project will focus on the following questions: What are the socio-economic consequences of eviction? Which events tend to precede eviction? Which characteristics distinguish tenants facing eviction from the general population? And, which interventions and reforms can affect the prevalence of eviction? To answer these questions, the PI's will use a novel combination of rich longitudinal data and quasi-experimental research designs. At the core of the analysis are researcher-provided eviction court case histories, which will be linked to information on socio-economic outcomes for defendants in eviction court, their family members, and any non-family cohabitants. The datasets that will be linked include both Census-held datasets, and datasets brought in by the research team.","Eviction and Poverty in American Cities: Evidence from Chicago and New York","Collinson, Robert and Humphries, John Eric and Mader, Nicholas and Reed, Davin and Tannenbaum, Daniel and van Dijk, Winnie. 2023. “Eviction and Poverty in American Cities.” Center for Economic Studies Working Paper CES-23-37.","2023","Yale",NA,"Collinson, Robert and Humphries, John Eric and Mader, Nicholas and Reed, Davin and Tannenbaum, Daniel and van Dijk, Winnie.","2023",NA
"Causes and Consequences of Eviction","This project studies the prevalence of residential eviction in urban areas and the relationship between eviction and households' labor market and educational outcomes, residential mobility, program participation, and other socio-economic outcomes. The project will focus on the following questions: What are the socio-economic consequences of eviction? Which events tend to precede eviction? Which characteristics distinguish tenants facing eviction from the general population? And, which interventions and reforms can affect the prevalence of eviction? To answer these questions, the PI's will use a novel combination of rich longitudinal data and quasi-experimental research designs. At the core of the analysis are researcher-provided eviction court case histories, which will be linked to information on socio-economic outcomes for defendants in eviction court, their family members, and any non-family cohabitants. The datasets that will be linked include both Census-held datasets, and datasets brought in by the research team.","Eviction and Poverty in America Cities","Collinson, Humphries, Mader, Reed, Tannenbaum, and van Dijk; August 2023; Eviction and Poverty in America Cities; NBER Working paper 30382; https://www.nber.org/papers/w30382. July 2023 Revision.","2023","Yale",NA,"Collinson, Humphries, Mader, Reed, Tannenbaum, and van Dijk; August","2023",NA
"Causes and Consequences of Eviction","This project studies the prevalence of residential eviction in urban areas and the relationship between eviction and households' labor market and educational outcomes, residential mobility, program participation, and other socio-economic outcomes. The project will focus on the following questions: What are the socio-economic consequences of eviction? Which events tend to precede eviction? Which characteristics distinguish tenants facing eviction from the general population? And, which interventions and reforms can affect the prevalence of eviction? To answer these questions, the PI's will use a novel combination of rich longitudinal data and quasi-experimental research designs. At the core of the analysis are researcher-provided eviction court case histories, which will be linked to information on socio-economic outcomes for defendants in eviction court, their family members, and any non-family cohabitants. The datasets that will be linked include both Census-held datasets, and datasets brought in by the research team.","Eviction and Poverty in America Cities","Collinson, Humphries, Mader, Reed, Tannenbaum, and van Dijk; August 2022; Eviction and Poverty in America Cities; HCEO Working paper 2022-024; https://humcap.uchicago.edu/RePEc/hka/wpaper/Djik_Collinson_Humphries_Mader_Reed_Tannenbaum_2022_Eviction-Poverty.pdf","2022","Yale",NA,"Collinson, Humphries, Mader, Reed, Tannenbaum, and van Dijk; August","2022",NA
